topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq,video_id
8A,video,Biological Molecules,Crash Course Biology,https://www.youtube.com/watch?v=H8WJ2KENlK0,~14 min,0.75x recommended; comprehensive,,,fast,medium,,,4,medium,Crash Course,,V0365
8A,simulation,Molecule Polarity,PhET,https://phet.colorado.edu/en/simulation/molecule-polarity,Interactive,Pre-teach: polar charge electron. Explore electronegativity.,,,slow,,,,,,,,
8B,video,Properties of Water,Amoeba Sisters,https://youtu.be/3jwAGWky98c,~7 min,Comprehensive water properties. ELL-friendly pacing. TIER 2 GAP FILL.,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0454
8B,video,Water: A Polar Molecule,Bozeman Science,https://www.youtube.com/watch?v=iOOvX0jmhJ4,~8 min,Ties polarity to all water properties. Good depth.,,,medium,medium,,,4,high,Bozeman Science,,V0455
8B,video,Water: Liquid Awesome,Crash Course Biology,https://www.youtube.com/watch?v=HVT3Y3_gHGg,~11 min,Classic Crash Course. Fast but engaging. 0.75x recommended.,,,fast,medium,,,4,medium,Crash Course,,V0463
8B,video,Biological Molecules,Crash Course Biology,https://www.youtube.com/watch?v=H8WJ2KENlK0,~14 min,0.75x recommended; comprehensive,,,fast,medium,,,4,medium,Crash Course,,V0365
8B,simulation,States of Matter,PhET,https://phet.colorado.edu/en/simulations/states-of-matter,Interactive,Pre-teach: molecule bond cohesion. See hydrogen bonding in action.,,,slow,,,,,,,,
8C1,video,Properties of Water,Amoeba Sisters,https://youtu.be/3jwAGWky98c,~7 min,Comprehensive water properties. ELL-friendly pacing. TIER 2 GAP FILL.,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0454
8C1,video,DNA vs RNA (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=JQByjprj_mA,~7 min,"Covers DNA vs RNA differences, deoxyribose, ribose, uracil, thymine, single stranded vs double helix.",yes,1,slow,shallow,,,3,high,Amoeba Sisters Genetics Series,,V0295
8C1,video,Biomolecules (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=YO244P1e9QM,~9 min,"Covers nucleic acids, DNA intro, RNA intro, nucleotides, genetic material, all four biomolecules.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0286
8C1,video,Water: Liquid Awesome,Crash Course Biology,https://www.youtube.com/watch?v=HVT3Y3_gHGg,~11 min,Classic Crash Course. Fast but engaging. 0.75x recommended.,,,fast,medium,,,4,medium,Crash Course,,V0463
8C1,video,Animations of Unseeable Biology,TED,https://www.ted.com/talks/drew_berry_animations_of_unseeable_biology,~9 min,Advanced content; teacher background,,,,medium,,,4,high,,,V0068
8C2,video,Biomolecules (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=YO244P1e9QM,~9 min,"Covers nucleic acids, DNA intro, RNA intro, nucleotides, genetic material, all four biomolecules.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0286
8C2,video,Animations of Unseeable Biology,TED,https://www.ted.com/talks/drew_berry_animations_of_unseeable_biology,~9 min,Advanced content; teacher background,,,,medium,,,4,high,,,V0068
8C2,video,Water: A Polar Molecule,Bozeman Science,https://www.youtube.com/watch?v=DVCYlST6mYQ,~9 min,"Covers water properties including evaporative cooling, hydrogen bonds, cohesion, adhesion, specific heat. Pre-teach: polar molecule, hydrogen bond.",,,medium,medium,,,4,,Bozeman Science,,V0464
9A,video,Biomolecules (Updated 2023),Amoeba Sisters,https://www.youtube.com/watch?v=YO244P1e9QM,~9 min,Updated version; monomers/polymers; clear diagrams,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0286
9A,video,Inside the Cell Membrane,Amoeba Sisters,https://www.youtube.com/watch?v=inside-cell-membrane-amoeba,~7 min,"Pre-teach: hydrophilic, hydrophobic, phospholipid. TIER 2 GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters Cell Series,,V0458
9A,video,Gel Electrophoresis,Amoeba Sisters,https://www.youtube.com/watch?v=ZDZUAleWX78,~6 min,,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0023
9A,video,DNA Extraction Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/extraction/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0055
9A,video,Gel Electrophoresis Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/gel/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0056
9A,video,PCR Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/pcr/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0057
9A,video,What is Gel Electrophoresis,miniPCR,https://www.youtube.com/watch?v=e7ByMoF9fFw,~3 min,,yes,1,,shallow,,,3,high,,,V0078
9A,video,What is PCR,miniPCR,https://www.youtube.com/watch?v=7mMZMCqWo4Y,~3 min,,yes,1,,shallow,,,3,high,,,V0079
9A,video,Microscopes and How to Use a Light Microscope,Amoeba Sisters,https://www.youtube.com/watch?v=ubPPjz6NdGM,~7 min,Lab prep; practical skill,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0392
9A,video,Using a Micropipet,Bio-Rad Explorer,https://www.bio-rad.com/en-us/applications-technologies/micropipetting-techniques,,"Critical for lab prep; pre-teach: microliter (μL), first stop vs. second stop.",yes,1,,shallow,,,3,,,,V0417
9A,video,Genome Editing and CRISPR,PBS LearningMedia,https://www.pbslearningmedia.org/resource/crispr-explained/,,Focuses on sickle cell treatment; great for ethics discussion.,yes,1,,shallow,,,3,high,,,V0421
9A,video,Virtual Microscope Lab,LabXchange,https://www.labxchange.org/library/pathway/lx-pathway:virtual-microscopy,Interactive,"Pre-teach: magnification, resolution, immersion oil.",yes,1,,shallow,,,3,,,,V0436
9A,video,Cell Membranes,Bozeman Science,https://www.youtube.com/watch?v=y31DlJ6uGgE,~11 min,Membrane proteins; transport,,,medium,medium,,,4,high,Bozeman Science,,V0325
9A,video,Crash Course Biology #24: Cell Membranes,Crash Course / HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/crash-course-biology-24-cell-membranes,~11 min,"Pre-teach: phospholipid, selective permeability. Good intro before transport unit.",,,fast,medium,,,4,medium,Crash Course Biology,,V0462
9A,video,Episode 40 - Bioinformatics: Algorithms Aren’t Just for TikTok,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-40,~11 min,"Pre-teach: algorithm, dataset, variant, genome; use only key segments (what bioinformatics is, why it matters).",,,fast,deep,,,5,high,Crash Course,,V0002
9A,video,CRISPR-Cas9 Genome Editing,Professor Dave Explains,https://www.youtube.com/watch?v=UKbrwPL3wXE,~11 min,"Pre-teach: guide RNA, Cas9",,,medium,medium,,,4,high,,,V0051
9A,video,Gene Therapy,Professor Dave Explains,https://www.youtube.com/watch?v=KkpyYJ9Y_WE,~9 min,"Pre-teach: vectors, viral delivery",,,medium,medium,,,4,high,,,V0052
9A,video,How CRISPR Lets Us Edit Our DNA,TED,https://www.ted.com/talks/jennifer_doudna_how_crispr_lets_us_edit_our_dna,~15 min,0.75x; chunk; advanced vocab,,,,deep,,,5,high,,,V0069
9A,video,DNA Microarray Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/microarray/,varies,Advanced; teacher guidance,,,slow,deep,,,5,high,,,V0088
9A,video,Bioimage Analysis: Measuring the World,iBiology,https://www.ibiology.org/techniques/bioimage-analysis/,,"Pre-teach: pixel, thresholding, quantitative data. ADVANCED - lab methods unit only.",,,,deep,,,5,,,,V0409
9A,video,Genome Editing with CRISPR-Cas9,iBiology,https://www.ibiology.org/genetics-and-gene-regulation/crispr-cas9/,,"Pre-teach: guide RNA, Cas9, double-strand break.",,,,medium,,,4,high,,,V0412
9A,video,Sanger Sequencing,CSHL DNALC,https://dnalc.cshl.edu/resources/3d/sanger-sequencing.html,,"Pre-teach: dideoxynucleotides (ddNTPs), electrophoresis.",,,,medium,,,4,high,,,V0414
9A,video,Next Generation Sequencing (NGS),iBiology,https://www.ibiology.org/techniques/next-generation-sequencing/,,"Pre-teach: library prep, flow cell, bridge amplification. ADVANCED - extension only.",,,,deep,,,5,high,,,V0415
9A,video,How Embryonic Stem Cell Lines are Made,CSHL DNALC,https://dnalc.cshl.edu/resources/3d/stem-cells.html,,"Pre-teach: blastocyst, pluripotency, somatic cell nuclear transfer.",,,,medium,,,4,,,,V0420
9B1,video,How to Read a Codon Chart,Amoeba Sisters,https://www.youtube.com/watch?v=TzrW5EBlE0c,~5 min,Practical skill; step-by-step,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0297
9B1,video,Protein Structure and Folding,Amoeba Sisters,https://www.youtube.com/watch?v=hok2hyED9go,~8 min,Clear levels; denaturation,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0382
9B1,video,What Is a Protein?,Stated Clearly,https://www.youtube.com/watch?v=wvTv8TqWC48,~7 min,Clear animations; connect to protein synthesis,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0279
9B1,video,Gel Electrophoresis,Amoeba Sisters,https://www.youtube.com/watch?v=ZDZUAleWX78,~6 min,,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0023
9B1,video,DNA Extraction Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/extraction/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0055
9B1,video,Gel Electrophoresis Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/gel/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0056
9B1,video,PCR Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/pcr/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0057
9B1,video,What is Gel Electrophoresis,miniPCR,https://www.youtube.com/watch?v=e7ByMoF9fFw,~3 min,,yes,1,,shallow,,,3,high,,,V0078
9B1,video,What is PCR,miniPCR,https://www.youtube.com/watch?v=7mMZMCqWo4Y,~3 min,,yes,1,,shallow,,,3,high,,,V0079
9B1,video,Genome Editing and CRISPR,PBS LearningMedia,https://www.pbslearningmedia.org/resource/crispr-explained/,,Focuses on sickle cell treatment; great for ethics discussion.,yes,1,,shallow,,,3,high,,,V0421
9B1,interactive,Protein Structure,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/protein-structure,~30 min,Pre-teach: amino acid fold structure. Shows 4 levels of protein structure.,yes,1,,,,,,,,,
9B1,video,Episode 40 - Bioinformatics: Algorithms Aren’t Just for TikTok,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-40,~11 min,"Pre-teach: algorithm, dataset, variant, genome; use only key segments (what bioinformatics is, why it matters).",,,fast,deep,,,5,high,Crash Course,,V0002
9B1,video,CRISPR-Cas9 Genome Editing,Professor Dave Explains,https://www.youtube.com/watch?v=UKbrwPL3wXE,~11 min,"Pre-teach: guide RNA, Cas9",,,medium,medium,,,4,high,,,V0051
9B1,video,Gene Therapy,Professor Dave Explains,https://www.youtube.com/watch?v=KkpyYJ9Y_WE,~9 min,"Pre-teach: vectors, viral delivery",,,medium,medium,,,4,high,,,V0052
9B1,video,How CRISPR Lets Us Edit Our DNA,TED,https://www.ted.com/talks/jennifer_doudna_how_crispr_lets_us_edit_our_dna,~15 min,0.75x; chunk; advanced vocab,,,,deep,,,5,high,,,V0069
9B1,video,DNA Microarray Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/microarray/,varies,Advanced; teacher guidance,,,slow,deep,,,5,high,,,V0088
9B1,video,Genome Editing with CRISPR-Cas9,iBiology,https://www.ibiology.org/genetics-and-gene-regulation/crispr-cas9/,,"Pre-teach: guide RNA, Cas9, double-strand break.",,,,medium,,,4,high,,,V0412
9B1,video,Sanger Sequencing,CSHL DNALC,https://dnalc.cshl.edu/resources/3d/sanger-sequencing.html,,"Pre-teach: dideoxynucleotides (ddNTPs), electrophoresis.",,,,medium,,,4,high,,,V0414
9B1,video,Next Generation Sequencing (NGS),iBiology,https://www.ibiology.org/techniques/next-generation-sequencing/,,"Pre-teach: library prep, flow cell, bridge amplification. ADVANCED - extension only.",,,,deep,,,5,high,,,V0415
9B1,video,How Embryonic Stem Cell Lines are Made,CSHL DNALC,https://dnalc.cshl.edu/resources/3d/stem-cells.html,,"Pre-teach: blastocyst, pluripotency, somatic cell nuclear transfer.",,,,medium,,,4,,,,V0420
9B1,game,Proteins & Enzymes Review,Kahoot,https://kahoot.com/discover/en/biology,~12 min,Pre-teach: amino acid folding denature. Good vocabulary check.,,,,,,,,,,,
9B2,video,Biomolecules (Updated 2023),Amoeba Sisters,https://www.youtube.com/watch?v=YO244P1e9QM,~9 min,Updated version; monomers/polymers; clear diagrams,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0286
9B2,video,Gel Electrophoresis,Amoeba Sisters,https://www.youtube.com/watch?v=ZDZUAleWX78,~6 min,,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0023
9B2,video,DNA Extraction Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/extraction/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0055
9B2,video,Gel Electrophoresis Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/gel/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0056
9B2,video,PCR Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/pcr/,varies,Self-paced interactive,yes,1,slow,shallow,,,3,high,,,V0057
9B2,video,What is Gel Electrophoresis,miniPCR,https://www.youtube.com/watch?v=e7ByMoF9fFw,~3 min,,yes,1,,shallow,,,3,high,,,V0078
9B2,video,What is PCR,miniPCR,https://www.youtube.com/watch?v=7mMZMCqWo4Y,~3 min,,yes,1,,shallow,,,3,high,,,V0079
9B2,video,Genome Editing and CRISPR,PBS LearningMedia,https://www.pbslearningmedia.org/resource/crispr-explained/,,Focuses on sickle cell treatment; great for ethics discussion.,yes,1,,shallow,,,3,high,,,V0421
9B2,video,DNA Explained,Khan Academy,https://www.khanacademy.org/science/biology/dna-as-the-genetic-material/dna-discovery-and-structure/v/dna,~13 min,Detailed explanation; drawing approach,,,medium,medium,,,4,high,,,V0351
9B2,video,Episode 40 - Bioinformatics: Algorithms Aren’t Just for TikTok,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-40,~11 min,"Pre-teach: algorithm, dataset, variant, genome; use only key segments (what bioinformatics is, why it matters).",,,fast,deep,,,5,high,Crash Course,,V0002
9B2,video,CRISPR-Cas9 Genome Editing,Professor Dave Explains,https://www.youtube.com/watch?v=UKbrwPL3wXE,~11 min,"Pre-teach: guide RNA, Cas9",,,medium,medium,,,4,high,,,V0051
9B2,video,Gene Therapy,Professor Dave Explains,https://www.youtube.com/watch?v=KkpyYJ9Y_WE,~9 min,"Pre-teach: vectors, viral delivery",,,medium,medium,,,4,high,,,V0052
9B2,video,How CRISPR Lets Us Edit Our DNA,TED,https://www.ted.com/talks/jennifer_doudna_how_crispr_lets_us_edit_our_dna,~15 min,0.75x; chunk; advanced vocab,,,,deep,,,5,high,,,V0069
9B2,video,DNA Microarray Virtual Lab,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/labs/microarray/,varies,Advanced; teacher guidance,,,slow,deep,,,5,high,,,V0088
9B2,video,Genome Editing with CRISPR-Cas9,iBiology,https://www.ibiology.org/genetics-and-gene-regulation/crispr-cas9/,,"Pre-teach: guide RNA, Cas9, double-strand break.",,,,medium,,,4,high,,,V0412
9B2,video,Sanger Sequencing,CSHL DNALC,https://dnalc.cshl.edu/resources/3d/sanger-sequencing.html,,"Pre-teach: dideoxynucleotides (ddNTPs), electrophoresis.",,,,medium,,,4,high,,,V0414
9B2,video,Next Generation Sequencing (NGS),iBiology,https://www.ibiology.org/techniques/next-generation-sequencing/,,"Pre-teach: library prep, flow cell, bridge amplification. ADVANCED - extension only.",,,,deep,,,5,high,,,V0415
9B2,video,How Embryonic Stem Cell Lines are Made,CSHL DNALC,https://dnalc.cshl.edu/resources/3d/stem-cells.html,,"Pre-teach: blastocyst, pluripotency, somatic cell nuclear transfer.",,,,medium,,,4,,,,V0420
1A,reading,"Observations vs. Inferences (pp. 14, 52-53, 383, 389-392)",Nowicki et al. / HMH,https://drive.google.com/file/d/1FqdIxIshPM8zdm9Asn21DxlxWffS0GsR/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7. Note: Video is primary for this topic; reading is supplementary.",,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
1B,reading,"Variables & Experimental Design (pp. 52-53, 82-85, 119, 317-319)",Nowicki et al. / HMH,https://drive.google.com/file/d/1N8Vp6aTs2OWu2Gp23DsDnIsCv5SEz0Gj/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7. Note: Video is primary for this topic; reading is supplementary.",,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
2A,reading,Characteristics of Life (pp. 3-14),Nowicki et al. / HMH,https://drive.google.com/file/d/1g4_Pplhq5RdNhaHqnzxwkWp9ARRYToYo/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
2B,reading,"Introduction to Homeostasis (pp. 5-7, 12, 32-46)",Nowicki et al. / HMH,https://drive.google.com/file/d/1HSq8xta4wY5MgMM5L7UBdjHKitolMOQf/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
3,reading,"Ecosystems & Energy Flow (pp. 10-11, 100-101, 117-138, 141-154, 162)",Nowicki et al. / HMH,https://drive.google.com/file/d/1ExhkSUyX7-rcAihjTEhHXpqpgV9S5MqS/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
4,reading,"The Carbon Cycle (pp. 90-91, 117, 123, 131-132, 147, 159-168, 475-476, 505)",Nowicki et al. / HMH,https://drive.google.com/file/d/17dSkhyJM2pP46ckqy3H9KRoy3lrqjvdu/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
5A,reading,"Biodiversity & Succession (pp. 142, 196-210)",Nowicki et al. / HMH,https://drive.google.com/file/d/1tXXtaJIg_TWpQnY3RYdMtzwYPPtLJaR0/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
5B,reading,"Human Impact on Ecosystems (pp. 144, 166-168, 441-443, 470-495, 498-510)",Nowicki et al. / HMH,https://drive.google.com/file/d/1rQNAB_f-hUjt_3fKKxbItNBex4UFuOSe/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
6,reading,"Population Dynamics (pp. 11, 141, 182-193, 197-199, 470-472, 488)",Nowicki et al. / HMH,https://drive.google.com/file/d/1XU9KTYvTZl2Yvw5Zx32F-qavEYVTp0l-/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
7A,reading,"Atoms & Elements (pp. 73-75, 90-91, 161)",Nowicki et al. / HMH,https://drive.google.com/file/d/1In_2BJO9cYzwjIb12uQqg_aqL2a2SEKm/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
7B,reading,"Chemical Bonds (pp. 73-77, 80, 92, 102, 263-265)",Nowicki et al. / HMH,https://drive.google.com/file/d/1NLmDyVce2feOWXqnnogseoiH_XaRAhFM/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
8A,reading,"Polarity & Hydrogen Bonding (pp. 74-77, 95-96, 102-103)",Nowicki et al. / HMH,https://drive.google.com/file/d/1mN2d7cSeyZkAMWSPXNqFEdSy0QctUBms/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
8B,reading,"Cohesion & Adhesion (pp. 42, 76-77, 160)",Nowicki et al. / HMH,https://drive.google.com/file/d/1DgOonAtayr7H6WPMuvJe_kEGJWnUPMZz/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
8C1,reading,"High Specific Heat (pp. 32, 43, 76-77, 142-143, 160)",Nowicki et al. / HMH,https://drive.google.com/file/d/1yXKbJhxuOXc3eWaaKGxlZOr24LF8pTSy/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
8C2,reading,"Evaporative Cooling (pp. 32, 42-43, 76-77, 160)",Nowicki et al. / HMH,https://drive.google.com/file/d/1tL-HPvBaiGZ8bauzirBfQztdB8O6XPxB/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
9A,reading,"Carbohydrates & Lipids (pp. 90-97, 101-102, 106-107)",Nowicki et al. / HMH,https://drive.google.com/file/d/1Dvdo2RGzV00w7tKYdkkzowRdg4xVyaJe/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
9B1,reading,"Protein Structure & Folding (pp. 9, 82-84, 92-93, 98, 272-284, 342, 353)",Nowicki et al. / HMH,https://drive.google.com/file/d/1BdPVVUrdYnq5c2F6Y-msa391baVUjLFJ/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
9B2,reading,"Nucleic Acids (pp. 92, 99, 258-259, 263-265, 273-284)",Nowicki et al. / HMH,https://drive.google.com/file/d/1IAF8qXd2O1Y2wVjwmZdz-fAh5UkavOGK/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
10A,reading,"Chemical Reactions Basics (pp. 73-75, 79-82, 117, 123, 131)",Nowicki et al. / HMH,https://drive.google.com/file/d/1TGwK1Lti4ONdF98RAe851p7NzpAgqQYF/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
10B,reading,"How Enzymes Work (pp. 80, 82-84, 98, 113, 266-267)",Nowicki et al. / HMH,https://drive.google.com/file/d/1yIAJHU4LccemZOxGL5ZZwnqhjwhwLQ1S/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
10C,reading,"Factors Affecting Enzymes (pp. 78, 83-87, 98)",Nowicki et al. / HMH,https://drive.google.com/file/d/1pi65sto-foG0c8sU7ygp36IFzgcA7Mdi/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
11A1,reading,"Endomembrane System (pp. 24-26, 105, 279-281)",Nowicki et al. / HMH,https://drive.google.com/file/d/16SaL8uID8p7ecB9ZiSD5iflrVd7ZBVWI/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
11A2,reading,"Energy Organelles (pp. 26, 28, 116-138)",Nowicki et al. / HMH,https://drive.google.com/file/d/1G5BEihJvSfqjZgrtUd5I8eBPBjVf5PjK/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
11A3,reading,"Plant vs. Animal Cells (pp. 24-29, 79)",Nowicki et al. / HMH,https://drive.google.com/file/d/1Cn9U-kBlNwC1xui8545mIMwqDs0Ibgwt/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
11B,reading,"Prokaryotes vs. Eukaryotes (pp. 24-28, 226, 230-231, 239, 288-292)",Nowicki et al. / HMH,https://drive.google.com/file/d/12Uf23Cbfrya6VDREX5F4VLklqx0frfZG/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
12A,reading,"Phospholipid Bilayer (pp. 76, 95-97, 102)",Nowicki et al. / HMH,https://drive.google.com/file/d/16xen8KvKs2Bc6CtClK40eyyyC26tKsrO/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
12B,reading,"Membrane Proteins (pp. 98, 102-105)",Nowicki et al. / HMH,https://drive.google.com/file/d/1w3Xu4lUR6CVA06VhBUextBEV8OwXZumO/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
13A1,reading,"Simple Diffusion (pp. 39, 102-104)",Nowicki et al. / HMH,https://drive.google.com/file/d/1VlN8zbzrNbXVPE8hQCzS5zlrYpUGccXq/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
13A2,reading,"Facilitated Diffusion (pp. 38, 41, 102-105)",Nowicki et al. / HMH,https://drive.google.com/file/d/1XLm2NPCMi4aTZTdlwpWlsbMNXrSR-4vD/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
13B1,reading,"Osmosis (pp. 77, 103-104, 107)",Nowicki et al. / HMH,https://drive.google.com/file/d/1giuSd9U6QrTELQkdEJmqTsXf7Yff1Pp7/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
